Mean Obs Qw,Mean Sim Qw,% Error,Mean Obs Qs,Mean Sim Qs,% Error,Max Obs Qw,Max Sim Qw,% Error,Day Peak Qw Obs,Day Peak Qw Sim,Max Obs Qs,Max Sim Qs,% Error,Day Peak Qs Obs,Day Peak Qs Sim,CC Qw,Cov Qw,CC Qs,Cov Qs,Std Qw Obs,Std Qs Obs
20720.3908267,18935.7304166,8.61306345553,35389.4687133,21516.1992666,39.2016889517,52146.1485185,53464.7685942,-2.5287008017,200,200,118469.713237,137089.103967,-15.7165829324,200,202,"[[ 1.          0.77375325]
 [ 0.77375325  1.        ]]","[[  3.21316528e+08   2.63036424e+08]
 [  2.63036424e+08   3.59661326e+08]]","[[ 1.          0.72739995]
 [ 0.72739995  1.        ]]","[[  1.98190226e+09   6.14131332e+08]
 [  6.14131332e+08   3.59661326e+08]]",17924.3946564,44516.3021302
