Mean Obs Qw,Mean Sim Qw,% Error,Mean Obs Qs,Mean Sim Qs,% Error,Max Obs Qw,Max Sim Qw,% Error,Day Peak Qw Obs,Day Peak Qw Sim,Max Obs Qs,Max Sim Qs,% Error,Day Peak Qs Obs,Day Peak Qs Sim,CC Qw,Cov Qw,CC Qs,Cov Qs,Std Qw Obs,Std Qs Obs
11036.6571996,11315.3917073,-2.52553379759,14391.3623649,21251.5256747,-47.668616326,41997.1633333,53803.4064571,-28.1120013512,244,227,68813.2426143,216510.313511,-214.634662291,259,228,"[[ 1.          0.68551423]
 [ 0.68551423  1.        ]]","[[  2.26603539e+08   1.87866175e+08]
 [  1.87866175e+08   3.31434375e+08]]","[[ 1.          0.63278576]
 [ 0.63278576  1.        ]]","[[  6.65621916e+08   2.97214012e+08]
 [  2.97214012e+08   3.31434375e+08]]",15052.6690097,25798.471448
