Mean Obs Qw,Mean Sim Qw,% Error,Mean Obs Qs,Mean Sim Qs,% Error,Max Obs Qw,Max Sim Qw,% Error,Day Peak Qw Obs,Day Peak Qw Sim,Max Obs Qs,Max Sim Qs,% Error,Day Peak Qs Obs,Day Peak Qs Sim,CC Qw,Cov Qw,CC Qs,Cov Qs,Std Qw Obs,Std Qs Obs
11036.6571996,14399.1161821,-30.4662808831,14391.3623649,24019.7099258,-66.9036559348,41997.1633333,104666.44827,-149.222661634,244,216,68813.2426143,856637.720053,-1144.87335215,259,217,"[[ 1.          0.53424179]
 [ 0.53424179  1.        ]]","[[  2.26603539e+08   2.92973616e+08]
 [  2.92973616e+08   1.32713352e+09]]","[[ 1.          0.51185116]
 [ 0.51185116  1.        ]]","[[  6.65621916e+08   4.81077242e+08]
 [  4.81077242e+08   1.32713352e+09]]",15052.6690097,25798.471448
