Mean Qw,Mean Qs,Mean SSC,Mean Qb,Max Qw,Max Qs,Max SSC,Max Qb,SD Qw,SD Qs,SD SSC,SD Qb,Qw 10 %ile,Qs 10 %ile,SSC 10 %ile,QB 10 %ile,Qw 20 %ile,Qs 20 %ile,SSC 20 %ile,QB 20 %ile,Qw 50 %ile,Qs 50 %ile,SSC 50 %ile,QB 50 %ile,Qw 90 %ile,Qs 90 %ile,SSC 90 %ile,QB 90 %ile,DOY Peak Qw,DOY Peak Qs
11783.3884365,22818.0334691,0.384684194774,247.312197771,170405.642866,5639857.72364,50.6033412525,3576.50893689,19753.4160282,137630.109336,1.5583714395,414.588788087,884.030104223,0.881607466953,0.000929702757037,18.5542069796,885.408547732,1.8917207385,0.00187672682721,18.5831380375,1788.68205878,15.6823119779,0.0107701218959,37.5412296264,40931.127569,36935.3516369,0.906118906974,859.070985474,195,206
