Mean Qw,Mean Qs,Mean SSC,Mean Qb,Max Qw,Max Qs,Max SSC,Max Qb,SD Qw,SD Qs,SD SSC,SD Qb,Qw 10 %ile,Qs 10 %ile,SSC 10 %ile,QB 10 %ile,Qw 20 %ile,Qs 20 %ile,SSC 20 %ile,QB 20 %ile,Qw 50 %ile,Qs 50 %ile,SSC 50 %ile,QB 50 %ile,Qw 90 %ile,Qs 90 %ile,SSC 90 %ile,QB 90 %ile,DOY Peak Qw,DOY Peak Qs
8.11843822079e+224,32326.9044157,0.216575944553,433.801478677,8.88968985177e+228,10169746.6608,45.5068358269,7386.42272769,inf,273258.772805,1.42040181621,856.944821066,884.000230036,0.052135531278,4.78030850278e-05,18.5535798891,884.849798544,0.162770719213,0.000157521001027,18.5713609009,1498.27694494,2.25570624367,0.00169105948663,31.4363027473,75736.2561449,23160.7145902,0.312781941768,1589.47913037,364,270
