Mean Qw,Mean Qs,Mean SSC,Mean Qb,Max Qw,Max Qs,Max SSC,Max Qb,SD Qw,SD Qs,SD SSC,SD Qb,Qw 10 %ile,Qs 10 %ile,SSC 10 %ile,QB 10 %ile,Qw 20 %ile,Qs 20 %ile,SSC 20 %ile,QB 20 %ile,Qw 50 %ile,Qs 50 %ile,SSC 50 %ile,QB 50 %ile,Qw 90 %ile,Qs 90 %ile,SSC 90 %ile,QB 90 %ile,DOY Peak Qw,DOY Peak Qs
18167.2109327,23354.3294857,0.546938714149,843.741054477,86981.7914733,1129485.85196,13.193872461,4039.70145609,17392.802467,54956.8592567,1.01445593174,807.775147665,4020.96901464,34.9732971223,0.00834999021872,186.746146615,4034.57641457,66.9263272626,0.0155811474584,187.378116047,7979.9437018,484.081643888,0.0713732422325,370.613086321,44854.7898765,73935.3682755,1.65423851634,2083.19415946,187,205
