Mean Qw,Mean Qs,Mean SSC,Mean Qb,Max Qw,Max Qs,Max SSC,Max Qb,SD Qw,SD Qs,SD SSC,SD Qb,Qw 10 %ile,Qs 10 %ile,SSC 10 %ile,QB 10 %ile,Qw 20 %ile,Qs 20 %ile,SSC 20 %ile,QB 20 %ile,Qw 50 %ile,Qs 50 %ile,SSC 50 %ile,QB 50 %ile,Qw 90 %ile,Qs 90 %ile,SSC 90 %ile,QB 90 %ile,DOY Peak Qw,DOY Peak Qs
22937.5801838,34861.3649415,0.618293404614,1065.29164896,101956.985163,2506117.91933,24.5801493181,4735.19542935,22016.6344101,110273.912681,1.39611730277,1022.52009965,4021.58449365,21.6121745822,0.00510257757188,186.77473135,4044.49493809,52.3268230286,0.0117374714452,187.838762732,12245.7180958,1150.01112263,0.101060237894,568.728746378,55224.860984,84994.1406243,1.59274796348,2564.81210091,190,187
