Mean Qw,Mean Qs,Mean SSC,Mean Qb,Max Qw,Max Qs,Max SSC,Max Qb,SD Qw,SD Qs,SD SSC,SD Qb,Qw 10 %ile,Qs 10 %ile,SSC 10 %ile,QB 10 %ile,Qw 20 %ile,Qs 20 %ile,SSC 20 %ile,QB 20 %ile,Qw 50 %ile,Qs 50 %ile,SSC 50 %ile,QB 50 %ile,Qw 90 %ile,Qs 90 %ile,SSC 90 %ile,QB 90 %ile,DOY Peak Qw,DOY Peak Qs
11450.0150928,22321.7478842,0.441653202624,240.315288965,101321.043949,3265161.66816,43.7222658698,2126.54706195,18394.0496329,93733.7347423,1.44342083221,386.058124549,884.117766136,1.12460746543,0.00120496436602,18.556046846,885.856988665,2.49384924826,0.00246436757116,18.5925500088,1697.88752641,17.841525699,0.0127509256129,35.6356151702,41987.3238757,51130.923128,1.1963255495,881.23865238,226,228
