Mean Obs Qw,Mean Sim Qw,% Error,Mean Obs Qs,Mean Sim Qs,% Error,Max Obs Qw,Max Sim Qw,% Error,Day Peak Qw Obs,Day Peak Qw Sim,Max Obs Qs,Max Sim Qs,% Error,Day Peak Qs Obs,Day Peak Qs Sim,CC Qw,Cov Qw,CC Qs,Cov Qs,Std Qw Obs,Std Qs Obs
11036.6571996,13017.6980443,-17.9496455215,14391.3623649,22684.6103248,-57.6265661976,41997.1633333,54659.9613399,-30.1515554898,244,220,68813.2426143,218505.96919,-217.534766404,259,217,"[[ 1.          0.64903316]
 [ 0.64903316  1.        ]]","[[  2.26603539e+08   2.00728873e+08]
 [  2.00728873e+08   4.22103777e+08]]","[[ 1.          0.60767763]
 [ 0.60767763  1.        ]]","[[  6.65621916e+08   3.22104413e+08]
 [  3.22104413e+08   4.22103777e+08]]",15052.6690097,25798.471448
