,Qw(m3/s),Qs(kg/s),Qb(kg/s),CsBin1,CsBin2,CsBin3,CsBin4,vel(m/s),wid(m),dep(m),temp(deg.C),prec(m)
205,48600.434 ,260816.141 ,1020.036 ,1.073,1.073,1.342,1.878 ,3.302,  3265.358,  4.508  ,31.30462, 0.00884 
206,52244.973 ,320965.781 ,1096.528 ,1.229,1.229,1.536,2.150 ,3.384,  3327.330,  4.640  ,31.33514, 0.01734 
207,53496.801 ,228859.750 ,1122.802 ,0.856,0.856,1.070,1.497 ,3.411,  3347.878,  4.684  ,30.96738, 0.01982 
208,53930.363 ,356806.219 ,1131.902 ,1.323,1.323,1.654,2.316 ,3.421,  3354.911,  4.699  ,31.03467, 0.01245 
209,54494.508 ,163378.188 ,1143.742 ,0.600,0.600,0.750,1.049 ,3.433,  3364.000,  4.719  ,31.37886, 0.01146 
210,54799.211 ,349377.344 ,1150.137 ,1.275,1.275,1.594,2.231 ,3.440,  3368.881,  4.729  ,31.33529, 0.01233 
211,54000.293 ,322255.531 ,1133.369 ,1.194,1.194,1.492,2.089 ,3.422,  3356.042,  4.702  ,31.10885, 0.01302 
212,53064.914 ,310175.938 ,1113.737 ,1.169,1.169,1.461,2.046 ,3.402,  3340.829,  4.669  ,30.86009, 0.01022 
213,51700.363 ,472153.906 ,1085.098 ,1.827,1.827,2.283,3.196 ,3.372,  3318.277,  4.620  ,30.28938, 0.00919 
214,49630.156 ,156338.938 ,1041.648 ,0.630,0.630,0.788,1.103 ,3.326,  3283.207,  4.546  ,30.21662, 0.00699 
215,49099.758 ,259400.609 ,1030.516 ,1.057,1.057,1.321,1.849 ,3.313,  3274.048,  4.526  ,30.90789, 0.00475 
216,54684.648 ,125872.500 ,1147.733 ,0.460,0.460,0.575,0.806 ,3.437,  3367.048,  4.725  ,31.35880, 0.01038 
217,59159.570 ,123558.117 ,1241.653 ,0.418,0.418,0.522,0.731 ,3.530,  3436.615,  4.876  ,30.50356, 0.02656 
218,57929.262 ,221216.000 ,1215.831 ,0.764,0.764,0.955,1.337 ,3.505,  3417.888,  4.836  ,29.65656, 0.02038 
219,55520.051 ,272250.531 ,1165.266 ,0.981,0.981,1.226,1.716 ,3.455,  3380.347,  4.754  ,29.50242, 0.00509 
220,53018.816 ,125608.602 ,1112.770 ,0.474,0.474,0.592,0.829 ,3.401,  3340.074,  4.667  ,29.79714, 0.00398 
221,50240.680 ,239564.984 ,1054.462 ,0.954,0.954,1.192,1.669 ,3.339,  3293.660,  4.568  ,29.99118, 0.00430 
222,46955.309 ,129300.805 ,985.508 ,0.551,0.551,0.688,0.964 ,3.264,  3236.252,  4.446  ,30.41733, 0.00386 
223,43673.293 ,142789.031 ,916.624 ,0.654,0.654,0.817,1.144 ,3.184,  3175.854,  4.319  ,31.02825, 0.00490 
224,43098.289 ,151855.141 ,904.556 ,0.705,0.705,0.881,1.233 ,3.170,  3164.929,  4.296  ,31.53144, 0.00613 
225,42311.395 ,125383.586 ,888.040 ,0.593,0.593,0.741,1.037 ,3.150,  3149.802,  4.264  ,31.46537, 0.01378 
226,39752.832 ,178480.000 ,834.341 ,0.898,0.898,1.122,1.571 ,3.084,  3099.132,  4.159  ,31.14652, 0.01162 
227,37048.672 ,86025.125 ,777.585 ,0.464,0.464,0.580,0.813 ,3.011,  3042.883,  4.044  ,31.14917, 0.00569 
228,35471.816 ,63049.047 ,744.490 ,0.355,0.355,0.444,0.622 ,2.967,  3008.667,  3.974  ,31.37173, 0.00365 
229,35726.969 ,186447.453 ,749.845 ,1.044,1.044,1.305,1.827 ,2.974,  3014.278,  3.985  ,31.70086, 0.00778 
230,35251.070 ,52658.645 ,739.857 ,0.299,0.299,0.373,0.523 ,2.960,  3003.787,  3.964  ,31.15904, 0.01254 
231,34439.297 ,40397.512 ,722.819 ,0.235,0.235,0.293,0.411 ,2.937,  2985.647,  3.927  ,30.82888, 0.01187 
232,37226.008 ,102807.609 ,781.307 ,0.552,0.552,0.690,0.967 ,3.016,  3046.663,  4.052  ,30.60766, 0.01166 
233,41452.887 ,120409.320 ,870.022 ,0.581,0.581,0.726,1.017 ,3.128,  3133.059,  4.230  ,29.85749, 0.02010 
234,46459.645 ,174087.109 ,975.105 ,0.749,0.749,0.937,1.311 ,3.252,  3227.335,  4.427  ,28.57062, 0.01973 
235,48370.461 ,171880.531 ,1015.209 ,0.711,0.711,0.888,1.244 ,3.297,  3261.333,  4.499  ,28.39897, 0.01942 
236,49957.863 ,240007.344 ,1048.526 ,0.961,0.961,1.201,1.681 ,3.333,  3288.829,  4.557  ,29.01085, 0.00987 
237,52214.480 ,195002.922 ,1095.888 ,0.747,0.747,0.934,1.307 ,3.383,  3326.825,  4.639  ,29.65677, 0.01008 
238,53781.359 ,187223.719 ,1128.774 ,0.696,0.696,0.870,1.218 ,3.418,  3352.499,  4.694  ,29.67765, 0.01204 
239,54046.699 ,362779.719 ,1134.343 ,1.342,1.342,1.678,2.349 ,3.423,  3356.791,  4.703  ,29.61951, 0.01095 
240,54067.582 ,381179.906 ,1134.781 ,1.410,1.410,1.763,2.468 ,3.424,  3357.128,  4.704  ,29.60660, 0.00896 
241,53304.891 ,159910.828 ,1118.774 ,0.600,0.600,0.750,1.050 ,3.407,  3344.751,  4.677  ,29.71422, 0.00965 
242,51610.867 ,354128.281 ,1083.220 ,1.372,1.372,1.715,2.402 ,3.370,  3316.783,  4.617  ,29.96145, 0.00724 
243,49307.355 ,154775.016 ,1034.873 ,0.628,0.628,0.785,1.099 ,3.318,  3277.641,  4.534  ,30.30671, 0.00453 
244,46581.652 ,299628.656 ,977.665 ,1.286,1.286,1.608,2.251 ,3.255,  3229.537,  4.432  ,30.07282, 0.00353 
245,43349.965 ,80610.703 ,909.838 ,0.372,0.372,0.465,0.651 ,3.176,  3169.724,  4.306  ,30.07928, 0.00315 
246,40577.930 ,91388.617 ,851.658 ,0.450,0.450,0.563,0.788 ,3.105,  3115.729,  4.194  ,30.06662, 0.00433 
247,38678.199 ,64270.152 ,811.786 ,0.332,0.332,0.415,0.582 ,3.055,  3077.128,  4.114  ,29.97609, 0.00844 
248,36927.125 ,54253.371 ,775.034 ,0.294,0.294,0.367,0.514 ,3.008,  3040.284,  4.039  ,29.67217, 0.01141 
249,35640.543 ,89319.695 ,748.031 ,0.501,0.501,0.627,0.877 ,2.971,  3012.381,  3.982  ,29.48432, 0.01096 
250,33420.016 ,42656.203 ,701.426 ,0.255,0.255,0.319,0.447 ,2.907,  2962.416,  3.880  ,29.35931, 0.01096 
251,30701.980 ,74599.469 ,644.380 ,0.486,0.486,0.607,0.850 ,2.825,  2897.795,  3.751  ,29.38675, 0.00709 
252,27972.092 ,19856.473 ,587.084 ,0.142,0.142,0.177,0.248 ,2.737,  2828.478,  3.614  ,29.67128, 0.00414 
253,25379.039 ,17939.361 ,532.661 ,0.141,0.141,0.177,0.247 ,2.647,  2757.833,  3.476  ,29.95521, 0.00435 
254,22883.820 ,15079.863 ,480.290 ,0.132,0.132,0.165,0.231 ,2.556,  2684.614,  3.335  ,30.12617, 0.00444 
255,20568.508 ,8271.021 ,431.696 ,0.080,0.080,0.101,0.141 ,2.465,  2611.182,  3.196  ,29.89498, 0.00535 
256,19617.514 ,3428.663 ,411.736 ,0.035,0.035,0.044,0.061 ,2.426,  2579.240,  3.136  ,29.76448, 0.00522 
257,19424.729 ,5130.180 ,407.690 ,0.053,0.053,0.066,0.092 ,2.417,  2572.626,  3.123  ,29.78057, 0.00862 
258,19404.582 ,6286.800 ,407.267 ,0.065,0.065,0.081,0.113 ,2.417,  2571.932,  3.122  ,28.99251, 0.00955 
259,20168.990 ,7643.619 ,423.311 ,0.076,0.076,0.095,0.133 ,2.449,  2597.899,  3.171  ,28.47723, 0.00895 
260,19928.416 ,6264.648 ,418.262 ,0.063,0.063,0.079,0.110 ,2.439,  2589.806,  3.156  ,28.43500, 0.01058 
261,19362.826 ,6556.396 ,406.391 ,0.068,0.068,0.085,0.119 ,2.415,  2570.492,  3.119  ,28.24577, 0.00711 
262,18811.182 ,11614.815 ,394.813 ,0.123,0.123,0.154,0.216 ,2.391,  2551.247,  3.084  ,28.77608, 0.00687 
263,17741.742 ,3856.280 ,372.367 ,0.043,0.043,0.054,0.076 ,2.344,  2512.716,  3.012  ,28.98445, 0.00715 
264,18736.758 ,4408.059 ,393.251 ,0.047,0.047,0.059,0.082 ,2.388,  2548.619,  3.079  ,28.94707, 0.00559 
265,20822.424 ,8963.833 ,437.025 ,0.086,0.086,0.108,0.151 ,2.475,  2619.525,  3.211  ,29.31060, 0.01136 
266,22822.322 ,20183.795 ,479.000 ,0.177,0.177,0.221,0.310 ,2.554,  2682.736,  3.331  ,29.27617, 0.01289 
267,26174.826 ,28562.953 ,549.363 ,0.218,0.218,0.273,0.382 ,2.675,  2780.060,  3.519  ,29.03653, 0.01143 
268,31175.520 ,48917.207 ,654.318 ,0.314,0.314,0.392,0.549 ,2.839,  2909.350,  3.774  ,28.44397, 0.01517 
269,33217.746 ,76707.859 ,697.181 ,0.462,0.462,0.577,0.808 ,2.901,  2957.744,  3.871  ,28.56820, 0.01822 
270,33675.453 ,39219.949 ,706.787 ,0.233,0.233,0.291,0.408 ,2.915,  2968.287,  3.892  ,29.07957, 0.00862 
271,33394.148 ,24346.600 ,700.883 ,0.146,0.146,0.182,0.255 ,2.906,  2961.820,  3.879  ,29.00411, 0.00655 
272,32828.309 ,62018.781 ,689.007 ,0.378,0.378,0.472,0.661 ,2.890,  2948.689,  3.853  ,29.03576, 0.00489 
273,31736.664 ,22158.893 ,666.096 ,0.140,0.140,0.175,0.244 ,2.857,  2922.875,  3.801  ,29.09144, 0.00501 
274,30353.281 ,62498.352 ,637.061 ,0.412,0.412,0.515,0.721 ,2.814,  2889.201,  3.734  ,28.71236, 0.00257 
275,28883.367 ,18040.826 ,606.210 ,0.125,0.125,0.156,0.219 ,2.767,  2852.153,  3.661  ,28.69398, 0.00166 
276,27235.850 ,13024.064 ,571.632 ,0.096,0.096,0.120,0.167 ,2.712,  2808.930,  3.576  ,28.59076, 0.00099 
277,25512.717 ,11772.332 ,535.466 ,0.092,0.092,0.115,0.162 ,2.652,  2761.602,  3.483  ,28.30463, 0.00064 
278,23700.133 ,14292.896 ,497.423 ,0.121,0.121,0.151,0.211 ,2.587,  2709.190,  3.382  ,27.85319, 0.00021 
279,21522.559 ,9178.111 ,451.720 ,0.085,0.085,0.107,0.149 ,2.503,  2642.146,  3.254  ,27.81548, 0.00044 
280,19053.859 ,5419.935 ,399.906 ,0.057,0.057,0.071,0.100 ,2.402,  2559.764,  3.099  ,28.07912, 0.00096 
281,16348.856 ,2438.769 ,343.133 ,0.030,0.030,0.037,0.052 ,2.280,  2459.864,  2.915  ,28.35012, 0.00152 
282,13725.516 ,2451.950 ,288.074 ,0.036,0.036,0.045,0.063 ,2.148,  2350.508,  2.718  ,28.25873, 0.00220 
283,11308.536 ,1536.641 ,237.346 ,0.027,0.027,0.034,0.048 ,2.011,  2235.064,  2.516  ,27.82910, 0.00159 
284,9171.188 ,633.302 ,192.487 ,0.014,0.014,0.017,0.024 ,1.873,  2116.582,  2.313  ,27.67530, 0.00165 
285,7510.398 ,406.211 ,157.630 ,0.011,0.011,0.014,0.019 ,1.750,  2009.448,  2.136  ,27.86543, 0.00206 
286,6134.830 ,86.688 ,128.759 ,0.003,0.003,0.004,0.005 ,1.634,  1906.483,  1.970  ,27.76609, 0.00265 
287,4956.277 ,69.804 ,104.023 ,0.003,0.003,0.004,0.005 ,1.519,  1803.619,  1.809  ,27.71703, 0.00195 
288,3991.332 ,35.236 ,83.771 ,0.002,0.002,0.002,0.003 ,1.412,  1704.885,  1.659  ,27.92470, 0.00140 
289,3194.641 ,13.970 ,67.050 ,0.001,0.001,0.001,0.002 ,1.309,  1608.993,  1.517  ,28.08138, 0.00152 
290,2533.752 ,5.718 ,53.179 ,0.000,0.000,0.001,0.001 ,1.209,  1514.897,  1.383  ,28.29642, 0.00254 
291,2005.371 ,4.040 ,42.089 ,0.000,0.000,0.001,0.001 ,1.117,  1425.526,  1.259  ,28.37076, 0.00399 
292,1603.684 ,1.459 ,33.658 ,0.000,0.000,0.000,0.000 ,1.035,  1345.040,  1.152  ,28.16314, 0.00354 
293,1313.124 ,0.820 ,27.560 ,0.000,0.000,0.000,0.000 ,0.967,  1276.920,  1.063  ,27.71375, 0.00295 
294,1110.626 ,0.521 ,23.310 ,0.000,0.000,0.000,0.000 ,0.914,  1222.509,  0.994  ,27.39394, 0.00288 
295,982.360 ,0.901 ,20.618 ,0.000,0.000,0.000,0.000 ,0.876,  1184.117,  0.947  ,26.98848, 0.00272 
296,913.970 ,0.268 ,19.183 ,0.000,0.000,0.000,0.000 ,0.855,  1162.108,  0.920  ,26.69927, 0.00147 
297,890.015 ,0.312 ,18.680 ,0.000,0.000,0.000,0.000 ,0.847,  1154.111,  0.910  ,26.83846, 0.00095 
298,884.881 ,0.381 ,18.572 ,0.000,0.000,0.000,0.000 ,0.846,  1152.377,  0.908  ,26.55294, 0.00228 
299,884.003 ,0.508 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.079,  0.908  ,25.87044, 0.00245 
300,884.002 ,0.147 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.079,  0.908  ,24.10462, 0.00046 
301,884.001 ,0.145 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,23.59166, 0.00011 
302,884.001 ,0.263 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.11200, 0.00005 
303,884.000 ,0.193 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.79074, 0.00014 
304,884.000 ,0.137 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,25.16716, 0.00013 
305,884.000 ,0.169 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.33485, 0.00004 
306,884.000 ,0.122 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.52228, 0.00003 
307,884.000 ,0.289 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.68542, 0.00009 
308,884.000 ,0.254 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,25.14805, 0.00009 
309,884.000 ,0.245 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,25.29203, 0.00012 
310,884.000 ,0.201 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,25.31905, 0.00015 
311,884.000 ,0.401 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,25.10321, 0.00009 
312,884.000 ,0.195 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,25.22814, 0.00010 
313,884.000 ,0.218 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.98447, 0.00015 
314,884.000 ,0.286 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,24.55824, 0.00068 
315,884.029 ,0.104 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.088,  0.908  ,23.91325, 0.00089 
316,884.099 ,0.169 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.112,  0.908  ,23.59621, 0.00069 
317,884.101 ,0.145 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.112,  0.908  ,23.35806, 0.00080 
318,884.092 ,0.437 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.109,  0.908  ,22.79316, 0.00098 
319,884.085 ,0.106 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.107,  0.908  ,21.62213, 0.00042 
320,884.078 ,0.154 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.105,  0.908  ,21.25540, 0.00007 
321,884.185 ,0.208 ,18.557 ,0.000,0.000,0.000,0.000 ,0.846,  1152.141,  0.908  ,21.50867, 0.00002 
322,884.245 ,0.174 ,18.559 ,0.000,0.000,0.000,0.000 ,0.846,  1152.161,  0.908  ,21.40565, 0.00002 
323,884.231 ,0.165 ,18.558 ,0.000,0.000,0.000,0.000 ,0.846,  1152.156,  0.908  ,21.80051, 0.00004 
324,884.210 ,0.249 ,18.558 ,0.000,0.000,0.000,0.000 ,0.846,  1152.149,  0.908  ,21.74617, 0.00019 
325,884.192 ,0.233 ,18.558 ,0.000,0.000,0.000,0.000 ,0.846,  1152.143,  0.908  ,21.32517, 0.00005 
326,884.173 ,0.202 ,18.557 ,0.000,0.000,0.000,0.000 ,0.846,  1152.137,  0.908  ,20.47023, 0.00001 
327,884.155 ,0.370 ,18.557 ,0.000,0.000,0.000,0.000 ,0.846,  1152.130,  0.908  ,19.19815, 0.00001 
328,884.136 ,0.287 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.124,  0.908  ,18.25140, 0.00001 
329,884.117 ,0.225 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.118,  0.908  ,17.82166, 0.00001 
330,884.099 ,0.158 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.112,  0.908  ,17.60340, 0.00001 
331,884.080 ,0.104 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.105,  0.908  ,17.96572, 0.00000 
332,884.064 ,0.134 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.100,  0.908  ,18.12206, 0.00000 
333,884.052 ,0.139 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.096,  0.908  ,18.40255, 0.00000 
334,884.040 ,0.317 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.092,  0.908  ,18.69942, 0.00000 
335,884.028 ,0.374 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.088,  0.908  ,18.56676, 0.00001 
336,884.016 ,0.258 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.083,  0.908  ,18.62915, 0.00005 
337,884.004 ,0.275 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.079,  0.908  ,18.72907, 0.00002 
338,884.000 ,0.231 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,18.42708, 0.00001 
339,884.000 ,0.164 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,18.72985, 0.00007 
340,884.000 ,0.292 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,18.37322, 0.00000 
341,884.000 ,0.133 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,17.63993, 0.00002 
342,884.000 ,0.525 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,17.16600, 0.00002 
343,884.000 ,0.189 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.85630, 0.00010 
344,884.000 ,0.259 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.90411, 0.00004 
345,884.000 ,0.093 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,17.05111, 0.00002 
346,884.000 ,0.203 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,17.13369, 0.00001 
347,884.000 ,0.163 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.83702, 0.00001 
348,884.000 ,0.330 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.61908, 0.00000 
349,884.000 ,0.130 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.10122, 0.00000 
350,884.000 ,0.120 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,15.74577, 0.00001 
351,884.000 ,0.136 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,15.82305, 0.00005 
352,884.000 ,0.429 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.35648, 0.00001 
353,884.000 ,0.245 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.45658, 0.00002 
354,884.000 ,0.188 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.52451, 0.00016 
355,884.000 ,0.113 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,16.33742, 0.00034 
356,884.000 ,0.324 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,14.46324, 0.00005 
357,884.000 ,0.311 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,13.45675, 0.00001 
358,884.000 ,0.136 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,12.95657, 0.00000 
359,884.000 ,0.282 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,12.18683, 0.00000 
360,884.000 ,0.277 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,11.80579, 0.00003 
361,884.000 ,0.294 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,11.99643, 0.00004 
362,884.000 ,0.147 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,12.68677, 0.00001 
363,884.000 ,0.275 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,13.52715, 0.00000 
364,884.000 ,0.191 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,14.05255, 0.00000 
365,884.000 ,1.831 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.078,  0.908  ,13.75833, 0.00001 
366,884.000 ,3.904 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.078,  0.908  ,15.52814, 0.00006 
367,1029.005 ,8.930 ,21.597 ,0.002,0.002,0.002,0.003 ,0.890,  1198.486,  0.964  ,16.33107, 0.00219 
368,1062.855 ,9.473 ,22.307 ,0.002,0.002,0.002,0.003 ,0.900,  1208.614,  0.977  ,15.78492, 0.00635 
369,1073.523 ,6.807 ,22.531 ,0.001,0.001,0.002,0.002 ,0.903,  1211.756,  0.981  ,15.04445, 0.00053 
370,1081.982 ,9.426 ,22.709 ,0.002,0.002,0.002,0.003 ,0.906,  1214.232,  0.984  ,14.42456, 0.00000 
371,1099.467 ,8.809 ,23.076 ,0.002,0.002,0.002,0.003 ,0.911,  1219.303,  0.990  ,15.05464, 0.00000 
372,1108.660 ,4.966 ,23.269 ,0.001,0.001,0.001,0.002 ,0.913,  1221.946,  0.994  ,15.90847, 0.00000 
373,1107.536 ,7.780 ,23.245 ,0.001,0.001,0.002,0.002 ,0.913,  1221.623,  0.993  ,16.15070, 0.00000 
374,1107.348 ,9.410 ,23.241 ,0.002,0.002,0.002,0.003 ,0.913,  1221.570,  0.993  ,16.59342, 0.00000 
375,1106.434 ,8.788 ,23.222 ,0.002,0.002,0.002,0.003 ,0.913,  1221.307,  0.993  ,17.24438, 0.00000 
376,1095.465 ,6.303 ,22.992 ,0.001,0.001,0.001,0.002 ,0.909,  1218.148,  0.989  ,17.89373, 0.00009 
377,1087.531 ,6.858 ,22.825 ,0.001,0.001,0.002,0.002 ,0.907,  1215.848,  0.986  ,18.09603, 0.00095 
378,1078.136 ,4.703 ,22.628 ,0.001,0.001,0.001,0.002 ,0.905,  1213.108,  0.983  ,17.07796, 0.00048 
379,1064.326 ,6.631 ,22.338 ,0.001,0.001,0.002,0.002 ,0.901,  1209.049,  0.977  ,12.57867, 0.00000 
380,1040.247 ,3.136 ,21.833 ,0.001,0.001,0.001,0.001 ,0.894,  1201.877,  0.969  ,8.43357, 0.00000 
381,1015.034 ,5.775 ,21.304 ,0.001,0.001,0.001,0.002 ,0.886,  1194.234,  0.959  ,7.65890, 0.00000 
382,990.050 ,8.008 ,20.779 ,0.002,0.002,0.002,0.003 ,0.879,  1186.521,  0.950  ,10.07167, 0.00000 
383,965.804 ,3.235 ,20.270 ,0.001,0.001,0.001,0.001 ,0.871,  1178.896,  0.940  ,11.74054, 0.00000 
384,951.551 ,4.800 ,19.971 ,0.001,0.001,0.001,0.002 ,0.867,  1174.348,  0.935  ,12.52216, 0.00000 
385,939.176 ,4.982 ,19.712 ,0.001,0.001,0.001,0.002 ,0.863,  1170.357,  0.930  ,13.06156, 0.00000 
386,928.978 ,3.517 ,19.498 ,0.001,0.001,0.001,0.001 ,0.860,  1167.040,  0.926  ,14.33402, 0.00000 
387,923.447 ,1.617 ,19.382 ,0.000,0.000,0.000,0.001 ,0.858,  1165.230,  0.924  ,15.09093, 0.00000 
388,921.470 ,7.617 ,19.340 ,0.002,0.002,0.002,0.003 ,0.858,  1164.580,  0.923  ,14.89427, 0.00000 
389,914.853 ,5.383 ,19.201 ,0.001,0.001,0.001,0.002 ,0.855,  1162.400,  0.920  ,14.60819, 0.00007 
390,907.994 ,4.380 ,19.057 ,0.001,0.001,0.001,0.002 ,0.853,  1160.128,  0.917  ,14.36903, 0.00041 
391,901.885 ,5.089 ,18.929 ,0.001,0.001,0.001,0.002 ,0.851,  1158.093,  0.915  ,14.47565, 0.00000 
392,896.463 ,7.370 ,18.815 ,0.002,0.002,0.002,0.003 ,0.850,  1156.279,  0.913  ,15.44447, 0.00000 
393,893.581 ,5.816 ,18.755 ,0.001,0.001,0.002,0.002 ,0.849,  1155.312,  0.911  ,16.07998, 0.00000 
394,892.107 ,4.074 ,18.724 ,0.001,0.001,0.001,0.002 ,0.848,  1154.816,  0.911  ,16.52072, 0.00000 
395,891.051 ,8.330 ,18.702 ,0.002,0.002,0.002,0.003 ,0.848,  1154.460,  0.910  ,18.27475, 0.00000 
396,890.199 ,8.647 ,18.684 ,0.002,0.002,0.002,0.003 ,0.847,  1154.173,  0.910  ,19.84126, 0.00000 
397,889.348 ,3.412 ,18.666 ,0.001,0.001,0.001,0.001 ,0.847,  1153.886,  0.910  ,21.44530, 0.00000 
398,888.497 ,4.844 ,18.648 ,0.001,0.001,0.001,0.002 ,0.847,  1153.599,  0.909  ,21.79474, 0.00000 
399,887.645 ,3.426 ,18.630 ,0.001,0.001,0.001,0.001 ,0.847,  1153.312,  0.909  ,22.08118, 0.00000 
400,886.794 ,3.857 ,18.612 ,0.001,0.001,0.001,0.002 ,0.846,  1153.024,  0.909  ,22.18709, 0.00000 
401,885.942 ,5.126 ,18.594 ,0.001,0.001,0.001,0.002 ,0.846,  1152.735,  0.908  ,21.98477, 0.00000 
402,885.142 ,8.439 ,18.578 ,0.002,0.002,0.002,0.003 ,0.846,  1152.465,  0.908  ,21.04831, 0.00000 
403,884.482 ,4.662 ,18.564 ,0.001,0.001,0.001,0.002 ,0.846,  1152.241,  0.908  ,21.81878, 0.00000 
404,884.847 ,6.133 ,18.571 ,0.001,0.001,0.002,0.002 ,0.846,  1152.365,  0.908  ,19.51480, 0.00075 
405,885.440 ,5.686 ,18.584 ,0.001,0.001,0.002,0.002 ,0.846,  1152.566,  0.908  ,15.81780, 0.00045 
406,890.673 ,6.495 ,18.694 ,0.001,0.001,0.002,0.003 ,0.848,  1154.333,  0.910  ,14.97433, 0.00000 
407,908.981 ,7.614 ,19.078 ,0.002,0.002,0.002,0.003 ,0.854,  1160.456,  0.918  ,16.08826, 0.00000 
408,931.940 ,4.163 ,19.560 ,0.001,0.001,0.001,0.002 ,0.861,  1168.006,  0.927  ,17.57495, 0.00000 
