Mean Qw,Mean Qs,Mean SSC,Mean Qb,Max Qw,Max Qs,Max SSC,Max Qb,SD Qw,SD Qs,SD SSC,SD Qb,Qw 10 %ile,Qs 10 %ile,SSC 10 %ile,QB 10 %ile,Qw 20 %ile,Qs 20 %ile,SSC 20 %ile,QB 20 %ile,Qw 50 %ile,Qs 50 %ile,SSC 50 %ile,QB 50 %ile,Qw 90 %ile,Qs 90 %ile,SSC 90 %ile,QB 90 %ile,DOY Peak Qw,DOY Peak Qs
24682.9960868,45204.8783253,0.668527995333,1146.35412244,178887.141831,4131111.93487,36.2430282571,8308.06810356,23830.5084626,177628.852789,1.75831355212,1106.76197978,4057.70885409,33.9707465229,0.00757950917507,188.452457562,4379.06523265,98.1398755188,0.0197569391273,203.377234442,15738.8569085,2258.00560326,0.148321731719,730.960837821,57503.1028102,83609.8904689,1.47013119446,2670.6206462,191,193
