Mean Obs Qw,Mean Sim Qw,% Error,Mean Obs Qs,Mean Sim Qs,% Error,Max Obs Qw,Max Sim Qw,% Error,Day Peak Qw Obs,Day Peak Qw Sim,Max Obs Qs,Max Sim Qs,% Error,Day Peak Qs Obs,Day Peak Qs Sim,CC Qw,Cov Qw,CC Qs,Cov Qs,Std Qw Obs,Std Qs Obs
11036.6571996,12923.8475728,-17.0992931925,14391.3623649,22445.0479223,-55.9619399,41997.1633333,59154.8658197,-40.8544318819,244,227,68813.2426143,339019.857777,-392.666592792,259,189,"[[ 1.          0.54472693]
 [ 0.54472693  1.        ]]","[[  2.26603539e+08   2.27344314e+08]
 [  2.27344314e+08   7.68676859e+08]]","[[ 1.          0.50516471]
 [ 0.50516471  1.        ]]","[[  6.65621916e+08   3.61342223e+08]
 [  3.61342223e+08   7.68676859e+08]]",15052.6690097,25798.471448
