Mean Obs Qw,Mean Sim Qw,% Error,Mean Obs Qs,Mean Sim Qs,% Error,Max Obs Qw,Max Sim Qw,% Error,Day Peak Qw Obs,Day Peak Qw Sim,Max Obs Qs,Max Sim Qs,% Error,Day Peak Qs Obs,Day Peak Qs Sim,CC Qw,Cov Qw,CC Qs,Cov Qs,Std Qw Obs,Std Qs Obs
20720.3908267,1.35322593669e+237,-6.53089002042e+234,35389.4687133,24500.711034,30.7683558844,52146.1485185,4.93927466893e+239,-9.47198366371e+236,200,364,118469.713237,143720.664759,-21.3142674461,200,201,"[[  1.  -0.]
 [ -0.  nan]]","[[  3.21316528e+008  -1.94957268e+241]
 [ -1.94957268e+241               inf]]","[[  1.  -0.]
 [ -0.  nan]]","[[  1.98190226e+009  -4.21540809e+241]
 [ -4.21540809e+241               inf]]",17924.3946564,44516.3021302
